ConditionID,ConditionName,ConceptID,PrimaryTerm
4934,DisorderCausedByAlcohol,1.35301E+14,Parasomnia caused by alcohol
4934,DisorderCausedByAlcohol,1.35311E+14,Insomnia caused by alcohol
4934,DisorderCausedByAlcohol,1.35321E+14,Hypersomnia caused by alcohol
4934,DisorderCausedByAlcohol,1.35331E+14,Circadian rhythm sleep disorder caused by alcohol
4934,DisorderCausedByAlcohol,1.35761E+14,Cerebral degeneration due to alcoholism
4934,DisorderCausedByAlcohol,1.54211E+14,Chronic pancreatitis due to chronic alcoholism
4934,DisorderCausedByAlcohol,1.98421E+14,Hazardous alcohol use
4934,DisorderCausedByAlcohol,1.98431E+14,Harmful alcohol use
4934,DisorderCausedByAlcohol,2.13441E+14,Hazardous alcohol use
4934,DisorderCausedByAlcohol,2.13451E+14,Hazardous alcohol use
4934,DisorderCausedByAlcohol,2.13461E+14,Harmful alcohol use
4934,DisorderCausedByAlcohol,2.13471E+14,Harmful alcohol use
4934,DisorderCausedByAlcohol,2.88021E+14,Disorder due to alcohol abuse
4934,DisorderCausedByAlcohol,2.88031E+14,Alcohol induced disorder co-occurrent and due to alcohol dependence
4934,DisorderCausedByAlcohol,3.20831E+14,Alcohol misuse
4934,DisorderCausedByAlcohol,3.20841E+14,Alcohol misuse
4934,DisorderCausedByAlcohol,3.20851E+14,Alcohol misuse
4934,DisorderCausedByAlcohol,3.90941E+14,[X]Mental and behavioural disorders due to use of alcohol: acute intoxication
4934,DisorderCausedByAlcohol,3.91961E+14,"[X]Evidence of alcohol involvement determined by level of intoxication, moderate alcohol intoxication"
4934,DisorderCausedByAlcohol,3.95301E+14,"[X]Evidence of alcohol involvement determined by level of intoxication, very severe alcohol intoxication"
4934,DisorderCausedByAlcohol,4.28981E+14,[X]Mental and behavioural disorders due to use of alcohol: psychotic disorder
4934,DisorderCausedByAlcohol,4.33071E+14,[X]Evidence of alcohol involvement determined by level of intoxication
4934,DisorderCausedByAlcohol,4.52161E+14,[X] Mental and behavioural disorders due to use of alcohol: psychotic disorder (& [hallucinosis] or [jealousy] or [paranoia] or [psychosis NOS])
4934,DisorderCausedByAlcohol,4.56971E+14,"[X]Evidence of alcohol involvement determined by level of intoxication, mild alcohol intoxication"
4934,DisorderCausedByAlcohol,4.57351E+14,"[X]Evidence of alcohol involvement determined by level of intoxication, severe alcohol intoxication"
4934,DisorderCausedByAlcohol,4.61131E+14,"[X]Evidence of alcohol involvement determined by level of intoxication, alcohol involvement, not otherwise specified"
4934,DisorderCausedByAlcohol,4.65431E+14,[X]Mental and behavioural disorders due to use of alcohol: withdrawal state
4934,DisorderCausedByAlcohol,5.89511E+14,Alcoholic liver damage unspecified
4934,DisorderCausedByAlcohol,6.20161E+14,"Nondependent alcohol abuse, unspecified"
4934,DisorderCausedByAlcohol,6.20171E+14,Nondependent alcohol abuse NOS
4934,DisorderCausedByAlcohol,6.23951E+14,Alcohol amnestic syndrome NOS
4934,DisorderCausedByAlcohol,6.45561E+14,Unspecified chronic alcoholism
4934,DisorderCausedByAlcohol,6.45571E+14,Chronic alcoholism NOS
4934,DisorderCausedByAlcohol,6.45591E+14,Alcohol dependence syndrome NOS
4934,DisorderCausedByAlcohol,6.71521E+14,Inebriety NOS
4934,DisorderCausedByAlcohol,6.71531E+14,Drunkenness NOS
4934,DisorderCausedByAlcohol,8.32021E+14,Alcohol-induced acute pancreatitis
4934,DisorderCausedByAlcohol,9.28111E+14,Mild alcohol dependence
4934,DisorderCausedByAlcohol,9.28131E+14,Moderate alcohol dependence
4934,DisorderCausedByAlcohol,9.28151E+14,Severe alcohol dependence
4934,DisorderCausedByAlcohol,1082601000119104,Ascites due to alcoholic cirrhosis
4934,DisorderCausedByAlcohol,1082611000119101,Ascites due to alcoholic hepatitis
4934,DisorderCausedByAlcohol,1085021000119106,Hepatic ascites due to chronic alcoholic hepatitis
4934,DisorderCausedByAlcohol,1087451000000109,Late onset alcohol-induced psychosis
4934,DisorderCausedByAlcohol,1094151000000108,Harmful use of alcohol
4934,DisorderCausedByAlcohol,1972151000006110,"Mental & behav dis due to use alcohol: acute intoxication, uncomplicated"
4934,DisorderCausedByAlcohol,1972161000006112,"Mental & behav dis due to use alcohol: acute intoxication, with trauma or other bodily injury"
4934,DisorderCausedByAlcohol,1972271000006112,"Mental & behav dis due to use alcohol: acute intoxication, with other medical complications"
4934,DisorderCausedByAlcohol,1973241000006113,"Mental & behav dis due to use alcohol: acute intoxication, with delirium"
4934,DisorderCausedByAlcohol,1973321000006113,"Mental & behav dis due to use alcohol: acute intoxication, with perceptual distortions"
4934,DisorderCausedByAlcohol,1973411000006110,"Mental & behav dis due to use alcohol: acute intoxication, with coma"
4934,DisorderCausedByAlcohol,1973441000006114,"Mental & behav dis due to use alcohol: acute intoxication, with convulsions"
4934,DisorderCausedByAlcohol,1973481000006115,"Mental & behav dis due to use alcohol: acute intoxication, pathological intoxication"
4934,DisorderCausedByAlcohol,1973701000006119,"Mental and behav dis due to use alcohol: dependence syndr, currently abstinent"
4934,DisorderCausedByAlcohol,1973811000006113,"Mental and behav dis due to use alcohol: dependence syndr, currently abstinent, but in a protected environment"
4934,DisorderCausedByAlcohol,1973871000006116,"Mental and behav dis due to use alcohol: dependence syndr, currently on a clinically supervised maintenance or replacement regime [controlled dependence]"
4934,DisorderCausedByAlcohol,1974021000006112,"Mental and behav dis due to use alcohol: dependence syndr, currently abstinent, but receiving treatment with aversive or blocking drugs"
4934,DisorderCausedByAlcohol,1974071000006113,"Mental and behav dis due to use alcohol: dependence syndr, currently using the substance [active dependence]"
4934,DisorderCausedByAlcohol,1974111000006117,"Mental and behav dis due to use alcohol: dependence syndr, continuous use"
4934,DisorderCausedByAlcohol,1974141000006118,"Mental and behav dis due to use alcohol: dependence syndr, episodic use [dipsomania]"
4934,DisorderCausedByAlcohol,1974191000006110,"Mental and behav dis due to use alcohol: withdrawal state, uncomplicated"
4934,DisorderCausedByAlcohol,1974231000006117,"Mental and behav dis due to use alcohol: withdrawal state, with convulsions"
4934,DisorderCausedByAlcohol,1974301000006117,"Mental & behav dis due to use alcohol: withdrawl state with delirium, without convulsions"
4934,DisorderCausedByAlcohol,1974521000006117,"Mental & behav dis due to use alcohol: withdrawl state with delirium, with convulsions"
4934,DisorderCausedByAlcohol,1975141000006117,"Mental & behav dis due to use alcohol: psychotic disorder, schizophrenia-like"
4934,DisorderCausedByAlcohol,1975181000006111,"Mental & behav dis due to use alcohol: psychotic disorder, predominantly delusional"
4934,DisorderCausedByAlcohol,1975291000006117,"Mental & behav dis due to use alcohol: psychotic disorder, predominantly hallucinatory"
4934,DisorderCausedByAlcohol,1975341000006119,"Mental & behav dis due to use alcohol: psychotic disorder, predominantly polymorphic"
4934,DisorderCausedByAlcohol,1975371000006110,"Mental & behav dis due to use alcohol: psychotic disorder, predominantly depressive symptoms"
4934,DisorderCausedByAlcohol,1975411000006111,"Mental & behav dis due to use alcohol: psychotic disorder, predominantly manic symptoms"
4934,DisorderCausedByAlcohol,1975461000006114,"Mental & behav dis due to use alcohol: psychotic disorder, mixed"
4934,DisorderCausedByAlcohol,1975511000006112,"Mental & behav dis due to use alcohol: resid & late-onset psychot dis, flashbacks"
4934,DisorderCausedByAlcohol,1975541000006111,"Mental & behav dis due to use alcohol: resid & late-onset psychot dis, personality or behaviour disorder"
4934,DisorderCausedByAlcohol,1975591000006119,"Mental & behav dis due to use alcohol: resid & late-onset psychot dis, dementia"
4934,DisorderCausedByAlcohol,1975661000006111,"Mental & behav dis due to use alcohol: resid & late-onset psychot dis, residual affective disorder"
4934,DisorderCausedByAlcohol,1976071000006119,"Mental & behav dis due to use alcohol: resid & late-onset psychot dis, other persisting cognitive impairment"
4934,DisorderCausedByAlcohol,1976111000006110,"Mental & behav dis due to use alcohol: resid & late-onset psychot dis, late-onset psychotic disorder"
4934,DisorderCausedByAlcohol,10741871000119101,Alcohol dependence in pregnancy
4934,DisorderCausedByAlcohol,10755041000119100,Alcohol dependence in childbirth
5047,SchizophreniaDisorder,4926007,Schizophrenia in remission
5047,SchizophreniaDisorder,7025000,Subchronic undifferentiated schizophrenia with acute exacerbations
5047,SchizophreniaDisorder,12939007,Chronic disorganised schizophrenia
5047,SchizophreniaDisorder,14291003,Subchronic disorganised schizophrenia with acute exacerbations
5047,SchizophreniaDisorder,16990005,Subchronic schizophrenia
5047,SchizophreniaDisorder,17435002,Chronic paranoid schizophrenia with acute exacerbations
5047,SchizophreniaDisorder,21894002,Chronic catatonic schizophrenia with acute exacerbations
5047,SchizophreniaDisorder,26025008,Residual schizophrenia
5047,SchizophreniaDisorder,26472000,Paraphrenia
5047,SchizophreniaDisorder,26847009,Chronic schizophrenia with acute exacerbations
5047,SchizophreniaDisorder,27387000,Subchronic disorganised schizophrenia
5047,SchizophreniaDisorder,29599000,Chronic undifferentiated schizophrenia
5047,SchizophreniaDisorder,30336007,Chronic residual schizophrenia with acute exacerbations
5047,SchizophreniaDisorder,31373002,Disorganised schizophrenia in remission
5047,SchizophreniaDisorder,31658008,Chronic paranoid schizophrenia
5047,SchizophreniaDisorder,35218008,Chronic disorganised schizophrenia with acute exacerbation
5047,SchizophreniaDisorder,35252006,Disorganised schizophrenia
5047,SchizophreniaDisorder,38295006,Involutional paraphrenia
5047,SchizophreniaDisorder,39610001,Undifferentiated schizophrenia in remission
5047,SchizophreniaDisorder,41521002,Subchronic paranoid schizophrenia with acute exacerbations
5047,SchizophreniaDisorder,42868002,Subchronic catatonic schizophrenia
5047,SchizophreniaDisorder,51133006,Residual schizophrenia in remission
5047,SchizophreniaDisorder,58214004,Schizophrenia
5047,SchizophreniaDisorder,63181006,Paranoid schizophrenia in remission
5047,SchizophreniaDisorder,64905009,Paranoid schizophrenia
5047,SchizophreniaDisorder,68772007,Stauder's lethal catatonia
5047,SchizophreniaDisorder,68995007,Chronic catatonic schizophrenia
5047,SchizophreniaDisorder,70814008,Subchronic residual schizophrenia with acute exacerbations
5047,SchizophreniaDisorder,71103003,Chronic residual schizophrenia
5047,SchizophreniaDisorder,76566000,Subchronic residual schizophrenia
5047,SchizophreniaDisorder,79204003,Chronic undifferentiated schizophrenia with acute exacerbations
5047,SchizophreniaDisorder,79866005,Subchronic paranoid schizophrenia
5047,SchizophreniaDisorder,83746006,Chronic schizophrenia
5047,SchizophreniaDisorder,85861002,Subchronic undifferentiated schizophrenia
5047,SchizophreniaDisorder,86817004,Subchronic catatonic schizophrenia with acute exacerbations
5047,SchizophreniaDisorder,111482003,Subchronic schizophrenia with acute exacerbations
5047,SchizophreniaDisorder,111483008,Catatonic schizophrenia in remission
5047,SchizophreniaDisorder,111484002,Undifferentiated schizophrenia
5047,SchizophreniaDisorder,138739000,H/O: schizophrenia
5047,SchizophreniaDisorder,161468000,H/O: schizophrenia
5047,SchizophreniaDisorder,191526005,Schizophrenic disorders
5047,SchizophreniaDisorder,191527001,Simple schizophrenia
5047,SchizophreniaDisorder,191530008,Acute exacerbation of subchronic schizophrenia
5047,SchizophreniaDisorder,191531007,Acute exacerbation of chronic schizophrenia
5047,SchizophreniaDisorder,191536002,Subchronic hebephrenic schizophrenia
5047,SchizophreniaDisorder,191537006,Chronic hebephrenic schizophrenia
5047,SchizophreniaDisorder,191538001,Acute exacerbation of subchronic disorganised schizophrenia
5047,SchizophreniaDisorder,191539009,Acute exacerbation of chronic disorganised schizophrenia
5047,SchizophreniaDisorder,191540006,Hebephrenic schizophrenia in remission
5047,SchizophreniaDisorder,191542003,Catatonic schizophrenia
5047,SchizophreniaDisorder,191547009,Acute exacerbation of subchronic catatonic schizophrenia
5047,SchizophreniaDisorder,191548004,Acute exacerbation of chronic catatonic schizophrenia
5047,SchizophreniaDisorder,191554003,Acute exacerbation of subchronic paranoid schizophrenia
5047,SchizophreniaDisorder,191555002,Acute exacerbation of chronic paranoid schizophrenia
5047,SchizophreniaDisorder,191563001,Acute exacerbation of subchronic latent schizophrenia
5047,SchizophreniaDisorder,191577003,Coenesthopathic schizophrenia
5047,SchizophreniaDisorder,192322009,[X]Undifferentiated schizophrenia
5047,SchizophreniaDisorder,192327003,"[X]Schizophrenia, unspecified"
5047,SchizophreniaDisorder,247804008,Schizophrenic prodrome
5047,SchizophreniaDisorder,268617001,Acute schizophrenic episode
5047,SchizophreniaDisorder,268692006,[X]Schizotypal disorder
5047,SchizophreniaDisorder,268697000,[X]Other non-organic psychotic disorders
5047,SchizophreniaDisorder,416340002,Late onset schizophrenia
5047,SchizophreniaDisorder,441833000,Lethal catatonia
5047,SchizophreniaDisorder,4.17601E+14,"[X]Schizophrenia, schizotypal and delusional disorders"
5047,SchizophreniaDisorder,4.26321E+14,[X]Other schizophrenia
5047,SchizophreniaDisorder,4.26331E+14,[X]Schizotypal disorder
5047,SchizophreniaDisorder,4.42251E+14,[X]Undifferentiated schizophrenia
5047,SchizophreniaDisorder,4.43791E+14,[X] Schizotypal disorder (& [latent] or [latent schizophrenic reaction] or [borderline] or [prepsychotic] or [prodromal] or [pseudoneurotic] or [pseudopsychopathic]
5047,SchizophreniaDisorder,4.55161E+14,[X]Other non-organic psychotic disorders
5047,SchizophreniaDisorder,4.70301E+14,"[X]Schizophrenia, unspecified"
5047,SchizophreniaDisorder,4.70741E+14,[X] (Schizophrenia: [cenesthopathic] or [other]) or (schizophreniform disorder [including psychosis] NOS)
5047,SchizophreniaDisorder,4.80111E+14,[X] (Other nonorganic psychotic disorders) or (chronic hallucinatory psychosis)
5047,SchizophreniaDisorder,5.79811E+14,Paranoid schizophrenia NOS
5047,SchizophreniaDisorder,5.89331E+14,Unspecified schizophrenia
5047,SchizophreniaDisorder,5.89341E+14,Simple schizophrenia NOS
5047,SchizophreniaDisorder,5.89351E+14,Hebephrenic schizophrenia NOS
5047,SchizophreniaDisorder,5.89361E+14,Unspecified catatonic schizophrenia
5047,SchizophreniaDisorder,6.33351E+14,Unspecified hebephrenic schizophrenia
5047,SchizophreniaDisorder,6.33391E+14,Catatonic schizophrenia NOS
5047,SchizophreniaDisorder,6.33401E+14,Unspecified paranoid schizophrenia
5047,SchizophreniaDisorder,1089481000000106,Cataleptic schizophrenia
5047,SchizophreniaDisorder,1974351000006118,"Paranoid schizophrenia, continuous"
5047,SchizophreniaDisorder,1974391000006112,"Paranoid schizophrenia, episodic with progressive deficit"
5047,SchizophreniaDisorder,1974431000006118,"Paranoid schizophrenia, episodic with stable deficit"
5047,SchizophreniaDisorder,1974451000006113,"Paranoid schizophrenia, episodic remittent"
5047,SchizophreniaDisorder,1974481000006117,"Paranoid schizophrenia, incomplete remission"
5047,SchizophreniaDisorder,1974511000006113,"Paranoid schizophrenia, complete remission"
5047,SchizophreniaDisorder,1974541000006112,"Paranoid schizophrenia, course uncertain, period of observation too short"
5047,SchizophreniaDisorder,1974601000006111,"Hebephrenic schizophrenia, continuous"
5047,SchizophreniaDisorder,1974611000006114,"Hebephrenic schizophrenia, episodic with progressive deficit"
5047,SchizophreniaDisorder,1974621000006118,"Hebephrenic schizophrenia, episodic with stable deficit"
5047,SchizophreniaDisorder,1974641000006113,"Hebephrenic schizophrenia, episodic remittent"
5047,SchizophreniaDisorder,1974671000006117,"Hebephrenic schizophrenia, incomplete remission"
5047,SchizophreniaDisorder,1974691000006116,"Hebephrenic schizophrenia, complete remission"
5047,SchizophreniaDisorder,1974721000006114,"Hebephrenic schizophrenia, course uncertain, period of observation too short"
5047,SchizophreniaDisorder,1974751000006117,"Catatonic schizophrenia, continuous"
5047,SchizophreniaDisorder,1974781000006113,"Catatonic schizophrenia, episodic with progressive deficit"
5047,SchizophreniaDisorder,1974801000006112,"Catatonic schizophrenia, episodic with stable deficit"
5047,SchizophreniaDisorder,1974831000006116,"Catatonic schizophrenia, episodic remittent"
5047,SchizophreniaDisorder,1974861000006113,"Catatonic schizophrenia, incomplete remission"
5047,SchizophreniaDisorder,1974891000006117,"Catatonic schizophrenia, complete remission"
5047,SchizophreniaDisorder,1974921000006111,"Catatonic schizophrenia, course uncertain, period of observation too short"
5047,SchizophreniaDisorder,1974951000006119,"Undifferentiated schizophrenia, continuous"
5047,SchizophreniaDisorder,1974971000006112,"Undifferentiated schizophrenia, episodic with progressive deficit"
5047,SchizophreniaDisorder,1975001000006118,"Undifferentiated schizophrenia, episodic with stable deficit"
5047,SchizophreniaDisorder,1975021000006111,"Undifferentiated schizophrenia, episodic remittent"
5047,SchizophreniaDisorder,1975051000006119,"Undifferentiated schizophrenia, incomplete remission"
5047,SchizophreniaDisorder,1975081000006110,"Undifferentiated schizophrenia, complete remission"
5047,SchizophreniaDisorder,1975161000006118,"Undifferentiated schizophrenia, course uncertain, period of observation too short"
5047,SchizophreniaDisorder,1975351000006117,"Residual schizophrenia, continuous"
5047,SchizophreniaDisorder,1975381000006113,"Residual schizophrenia, episodic with progressive deficit"
5047,SchizophreniaDisorder,1975401000006113,"Residual schizophrenia, episodic with stable deficit"
5047,SchizophreniaDisorder,1975431000006117,"Residual schizophrenia, episodic remittent"
5047,SchizophreniaDisorder,1975441000006110,"Residual schizophrenia, incomplete remission"
5047,SchizophreniaDisorder,1975471000006119,"Residual schizophrenia, complete remission"
5047,SchizophreniaDisorder,1975481000006116,"Residual schizophrenia, course uncertain, period of observation too short"
5047,SchizophreniaDisorder,1975491000006118,"Simple schizophrenia, continuous"
5047,SchizophreniaDisorder,1975501000006114,"Simple schizophrenia, episodic with progressive deficit"
5047,SchizophreniaDisorder,1975521000006116,"Simple schizophrenia, episodic with stable deficit"
5047,SchizophreniaDisorder,1975551000006113,"Simple schizophrenia, episodic remittent"
5047,SchizophreniaDisorder,1975571000006115,"Simple schizophrenia, incomplete remission"
5047,SchizophreniaDisorder,1975601000006110,"Simple schizophrenia, complete remission"
5047,SchizophreniaDisorder,1975641000006112,"Simple schizophrenia, course uncertain, period of observation too short"
5047,SchizophreniaDisorder,1975751000006116,"Other schizophrenia, continuous"
5047,SchizophreniaDisorder,1975771000006114,"Other schizophrenia, episodic with progressive deficit"
5047,SchizophreniaDisorder,1975801000006111,"Other schizophrenia, episodic with stable deficit"
5047,SchizophreniaDisorder,1975831000006115,"Other schizophrenia, episodic remittent"
5047,SchizophreniaDisorder,1975841000006113,"Other schizophrenia, incomplete remission"
5047,SchizophreniaDisorder,1975881000006119,"Other schizophrenia, complete remission"
5047,SchizophreniaDisorder,1975911000006119,"Other schizophrenia, course uncertain, period of observation too short"
5047,SchizophreniaDisorder,1976001000006113,"Schizophrenia, unspecified, continuous"
5047,SchizophreniaDisorder,1976061000006114,"Schizophrenia, unspecified, episodic with progressive deficit"
5047,SchizophreniaDisorder,1976101000006112,"Schizophrenia, unspecified, episodic with stable deficit"
5047,SchizophreniaDisorder,1976121000006119,"Schizophrenia, unspecified, episodic remittent"
5047,SchizophreniaDisorder,1976141000006114,"Schizophrenia, unspecified, incomplete remission"
5047,SchizophreniaDisorder,1976151000006111,"Schizophrenia, unspecified, complete remission"
5047,SchizophreniaDisorder,1976171000006118,"Schizophrenia, unspecified, course uncertain, period of observation too short"
5047,SchizophreniaDisorder,1976881000006112,"Paranoid schizophrenia, other"
5047,SchizophreniaDisorder,1976891000006110,"Hebephrenic schizophrenia, other"
5047,SchizophreniaDisorder,1976901000006114,"Catatonic schizophrenia, other"
5047,SchizophreniaDisorder,1976911000006112,"Undifferentiated schizophrenia, other"
5047,SchizophreniaDisorder,1976931000006118,"Residual schizophrenia, other"
5047,SchizophreniaDisorder,1976941000006111,"Simple schizophrenia, other"
5047,SchizophreniaDisorder,1976951000006113,"Other schizophrenia, other"
5047,SchizophreniaDisorder,1976961000006110,"Schizophrenia, unspecified, other"
5048,BipolarDisorder,162004,Severe manic bipolar I disorder without psychotic features
5048,BipolarDisorder,1196001,"Chronic bipolar II disorder, most recent episode major depressive"
5048,BipolarDisorder,1499003,"Bipolar I disorder, single manic episode with postpartum onset"
5048,BipolarDisorder,3530005,"Bipolar I disorder, single manic episode, in full remission"
5048,BipolarDisorder,4441000,Severe bipolar disorder with psychotic features
5048,BipolarDisorder,5703000,Bipolar disorder in partial remission
5048,BipolarDisorder,9340000,"Bipolar I disorder, single manic episode"
5048,BipolarDisorder,10875004,"Severe mixed bipolar I disorder with psychotic features, mood-incongruent"
5048,BipolarDisorder,10981006,Severe mixed bipolar I disorder with psychotic features
5048,BipolarDisorder,12969000,"Severe bipolar II disorder, most recent episode major depressive, in full remission"
5048,BipolarDisorder,13313007,Mild bipolar disorder
5048,BipolarDisorder,13581000,"Severe bipolar I disorder, single manic episode with psychotic features, mood-congruent"
5048,BipolarDisorder,13746004,Bipolar disorder
5048,BipolarDisorder,14495005,"Severe bipolar I disorder, single manic episode without psychotic features"
5048,BipolarDisorder,16295005,"Bipolar II disorder, most recent episode major depressive"
5048,BipolarDisorder,16506000,Mixed bipolar I disorder
5048,BipolarDisorder,17782008,"Bipolar I disorder, most recent episode manic with catatonic features"
5048,BipolarDisorder,19300006,"Severe bipolar II disorder, most recent episode major depressive with psychotic features, mood-congruent"
5048,BipolarDisorder,20960007,"Severe bipolar II disorder, most recent episode major depressive with psychotic features, mood-incongruent"
5048,BipolarDisorder,21900002,"Bipolar I disorder, most recent episode depressed with catatonic features"
5048,BipolarDisorder,22121000,Depressed bipolar I disorder in full remission
5048,BipolarDisorder,22407005,"Bipolar II disorder, most recent episode major depressive with catatonic features"
5048,BipolarDisorder,26203008,"Severe depressed bipolar I disorder with psychotic features, mood-incongruent"
5048,BipolarDisorder,26530004,"Severe bipolar disorder with psychotic features, mood-incongruent"
5048,BipolarDisorder,28663008,Severe manic bipolar I disorder with psychotic features
5048,BipolarDisorder,28884001,"Moderate bipolar I disorder, single manic episode"
5048,BipolarDisorder,29929003,"Bipolar I disorder, most recent episode depressed with atypical features"
5048,BipolarDisorder,30520009,"Severe bipolar II disorder, most recent episode major depressive with psychotic features"
5048,BipolarDisorder,30687003,"Bipolar II disorder, most recent episode major depressive with postpartum onset"
5048,BipolarDisorder,30935000,Manic bipolar I disorder in full remission
5048,BipolarDisorder,31446002,"Bipolar I disorder, most recent episode hypomanic"
5048,BipolarDisorder,33380008,"Severe manic bipolar I disorder with psychotic features, mood-incongruent"
5048,BipolarDisorder,34315001,"Bipolar II disorder, most recent episode major depressive with melancholic features"
5048,BipolarDisorder,35481005,Mixed bipolar I disorder in remission
5048,BipolarDisorder,35722002,"Severe bipolar II disorder, most recent episode major depressive, in remission"
5048,BipolarDisorder,35846004,"Moderate bipolar II disorder, most recent episode major depressive"
5048,BipolarDisorder,36583000,Mixed bipolar I disorder in partial remission
5048,BipolarDisorder,38368003,"Schizoaffective disorder, bipolar type"
5048,BipolarDisorder,40926005,Moderate mixed bipolar I disorder
5048,BipolarDisorder,41552001,"Mild bipolar I disorder, single manic episode"
5048,BipolarDisorder,41832009,"Severe bipolar I disorder, single manic episode with psychotic features"
5048,BipolarDisorder,41836007,Bipolar disorder in full remission
5048,BipolarDisorder,43568002,"Bipolar II disorder, most recent episode major depressive with atypical features"
5048,BipolarDisorder,43769008,Mild mixed bipolar I disorder
5048,BipolarDisorder,45479006,Manic bipolar I disorder in remission
5048,BipolarDisorder,46229002,Severe mixed bipolar I disorder without psychotic features
5048,BipolarDisorder,48937005,"Bipolar II disorder, most recent episode hypomanic"
5048,BipolarDisorder,49468007,Depressed bipolar I disorder
5048,BipolarDisorder,49512000,Depressed bipolar I disorder in partial remission
5048,BipolarDisorder,51637008,"Chronic bipolar I disorder, most recent episode depressed"
5048,BipolarDisorder,53049002,Severe bipolar disorder without psychotic features
5048,BipolarDisorder,53607008,Depressed bipolar I disorder in remission
5048,BipolarDisorder,54761006,"Severe depressed bipolar I disorder with psychotic features, mood-congruent"
5048,BipolarDisorder,55516002,"Bipolar I disorder, most recent episode manic with postpartum onset"
5048,BipolarDisorder,59617007,Severe depressed bipolar I disorder with psychotic features
5048,BipolarDisorder,61403008,Severe depressed bipolar I disorder without psychotic features
5048,BipolarDisorder,63249007,Manic bipolar I disorder in partial remission
5048,BipolarDisorder,64731001,"Severe mixed bipolar I disorder with psychotic features, mood-congruent"
5048,BipolarDisorder,65042007,"Bipolar I disorder, most recent episode mixed with postpartum onset"
5048,BipolarDisorder,66631006,Moderate depressed bipolar I disorder
5048,BipolarDisorder,67002003,"Severe bipolar II disorder, most recent episode major depressive, in partial remission"
5048,BipolarDisorder,68569003,Manic bipolar I disorder
5048,BipolarDisorder,70546001,"Severe bipolar disorder with psychotic features, mood-congruent"
5048,BipolarDisorder,71294008,"Mild bipolar II disorder, most recent episode major depressive"
5048,BipolarDisorder,71984005,Mild manic bipolar I disorder
5048,BipolarDisorder,73471000,"Bipolar I disorder, most recent episode mixed with catatonic features"
5048,BipolarDisorder,74686005,Mild depressed bipolar I disorder
5048,BipolarDisorder,75360000,"Bipolar I disorder, single manic episode, in remission"
5048,BipolarDisorder,75752004,"Bipolar I disorder, most recent episode depressed with melancholic features"
5048,BipolarDisorder,78269000,"Bipolar I disorder, single manic episode, in partial remission"
5048,BipolarDisorder,78640000,"Severe manic bipolar I disorder with psychotic features, mood-congruent"
5048,BipolarDisorder,79584002,Moderate bipolar disorder
5048,BipolarDisorder,81319007,"Severe bipolar II disorder, most recent episode major depressive without psychotic features"
5048,BipolarDisorder,82998009,Moderate manic bipolar I disorder
5048,BipolarDisorder,83225003,Bipolar II disorder
5048,BipolarDisorder,85248005,Bipolar disorder in remission
5048,BipolarDisorder,86058007,"Severe bipolar I disorder, single manic episode with psychotic features, mood-incongruent"
5048,BipolarDisorder,87203005,"Bipolar I disorder, most recent episode depressed with postpartum onset"
5048,BipolarDisorder,87950005,"Bipolar I disorder, single manic episode with catatonic features"
5048,BipolarDisorder,111485001,Mixed bipolar I disorder in full remission
5048,BipolarDisorder,191618007,"Bipolar affective disorder, current episode manic"
5048,BipolarDisorder,191620005,"Bipolar affective disorder, currently manic, mild"
5048,BipolarDisorder,191621009,"Bipolar affective disorder, currently manic, moderate"
5048,BipolarDisorder,191623007,"Bipolar affective disorder, currently manic, severe, with psychosis"
5048,BipolarDisorder,191625000,"Bipolar affective disorder, currently manic, in full remission"
5048,BipolarDisorder,191627008,"Bipolar affective disorder, current episode depression"
5048,BipolarDisorder,191629006,"Bipolar affective disorder, currently depressed, mild"
5048,BipolarDisorder,191630001,"Bipolar affective disorder, currently depressed, moderate"
5048,BipolarDisorder,191632009,"Bipolar affective disorder, currently depressed, severe, with psychosis"
5048,BipolarDisorder,191634005,"Bipolar affective disorder, currently depressed, in full remission"
5048,BipolarDisorder,191636007,Mixed bipolar affective disorder
5048,BipolarDisorder,191638008,"Mixed bipolar affective disorder, mild"
5048,BipolarDisorder,191639000,"Mixed bipolar affective disorder, moderate"
5048,BipolarDisorder,191641004,"Mixed bipolar affective disorder, severe, with psychosis"
5048,BipolarDisorder,191643001,"Mixed bipolar affective disorder, in full remission"
5048,BipolarDisorder,192356003,"[X]Bipolar affective disorder, current episode manic without psychotic symptoms"
5048,BipolarDisorder,192359005,"[X]Bipolar affective disorder, current episode severe depression without psychotic symptoms"
5048,BipolarDisorder,192362008,"Bipolar affective disorder, current episode mixed"
5048,BipolarDisorder,192363003,"[X]Bipolar affective disorder, currently in remission"
5048,BipolarDisorder,192365005,"[X]Bipolar affective disorder, unspecified"
5048,BipolarDisorder,231444002,Organic bipolar disorder
5048,BipolarDisorder,371596008,Bipolar I disorder
5048,BipolarDisorder,371599001,Severe bipolar I disorder
5048,BipolarDisorder,371600003,Severe bipolar disorder
5048,BipolarDisorder,371604007,Severe bipolar II disorder
5048,BipolarDisorder,416422002,Referral for bipolar disorder
5048,BipolarDisorder,723903001,Bipolar type I disorder currently in full remission
5048,BipolarDisorder,723905008,Bipolar type II disorder currently in full remission
5048,BipolarDisorder,765176007,Psychosis and severe depression co-occurrent and due to bipolar affective disorder
